Vote,rank1,rank2,rank3,rank4,rank5,rank6
UC408,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC409,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC410,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped
UC411,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped
UC412,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR
UC413,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC414,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped
UC415,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped
UC416,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC417,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC418,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped
UC419,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped
UC420,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC421,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC422,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC423,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC424,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped
UC425,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC426,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC427,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC428,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC429,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC430,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR
UC431,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped
UC432,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC433,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC434,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC435,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC436,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped
UC437,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC438,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC439,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC440,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC441,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC442,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC443,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC444,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped
UC445,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC446,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC447,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped
UC448,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC449,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC450,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC451,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped
UC452,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC453,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH,skipped,MIKE MCCURDY
UC454,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC455,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC456,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,ANTHONY CHARLES
UC457,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC458,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped
UC459,MIKE MCCURDY,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped
UC460,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped
UC461,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC462,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,MIKE MCCURDY,ANTHONY CHARLES
UC463,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC464,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped
UC465,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC466,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC467,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC468,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped
UC469,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC470,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC471,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped
UC472,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH
UC473,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,skipped,JASON TAYLOR
UC474,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped
UC475,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped
UC476,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC477,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC478,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC479,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC480,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC481,MIKE MCCURDY,JASON TAYLOR,skipped,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC482,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC483,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC484,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC485,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,MIKE MCCURDY,skipped
UC486,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC487,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC488,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC489,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC490,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC491,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY,LUKE WOJCIECHOWSKI
UC492,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC493,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC494,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC495,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,MIKE MCCURDY,ANTHONY CHARLES
UC496,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC497,JASON TAYLOR,JOSIE KOVASH,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY
UC498,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC499,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH
UC500,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC501,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC502,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC503,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC504,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC505,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC506,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES
UC507,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY
UC508,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC509,MIKE MCCURDY,JASON TAYLOR,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES
UC510,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC511,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC512,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,JASON TAYLOR
UC513,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC514,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC515,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC516,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR
UC517,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC518,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC519,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC520,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC521,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC522,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped
UC523,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped
UC524,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped
UC525,LUKE WOJCIECHOWSKI,skipped,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,JOSIE KOVASH
UC526,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES
UC527,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped
UC528,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC529,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC530,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,MIKE MCCURDY
UC531,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC532,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC533,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC534,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC535,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC536,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC537,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC538,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,ANTHONY CHARLES
UC539,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC540,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,skipped,skipped
UC541,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC542,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC543,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC544,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped
UC545,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC546,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH
UC547,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC548,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC549,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,JOSIE KOVASH,ANTHONY CHARLES
UC550,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,overvote
UC551,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC552,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC553,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC554,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC555,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC556,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC557,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,JASON TAYLOR,ANTHONY CHARLES
UC558,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC559,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC560,JASON TAYLOR,skipped,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC561,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JOSIE KOVASH
UC562,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI
UC563,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC564,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC565,ANTHONY CHARLES,skipped,skipped,skipped,JASON TAYLOR,skipped
UC566,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped
UC567,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR
UC568,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC569,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC570,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC571,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC572,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC573,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC574,skipped,skipped,skipped,skipped,skipped,skipped
UC575,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC576,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC577,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC578,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC579,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped
UC580,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped
UC581,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC582,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC583,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped
UC584,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC585,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped
UC586,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC587,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC588,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC589,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped
UC590,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC591,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC592,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC593,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC594,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,skipped,JASON TAYLOR
UC595,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC596,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC597,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC598,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC599,overvote,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY
UC600,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC601,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC602,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC603,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,JOSIE KOVASH,ANTHONY CHARLES
UC604,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY
UC605,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC606,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC607,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC608,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC609,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped
UC610,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC611,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC612,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped
UC613,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC614,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC615,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC616,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC617,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC618,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC619,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC620,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC621,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC622,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC623,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped
UC624,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,JASON TAYLOR,skipped,skipped
UC625,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC626,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY
UC627,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC628,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC629,JASON TAYLOR,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES
UC630,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC631,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped
UC632,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC633,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped
UC634,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC635,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC636,overvote,skipped,skipped,skipped,skipped,skipped
UC637,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,JOSIE KOVASH
UC638,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC639,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC640,LUKE WOJCIECHOWSKI,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JOSIE KOVASH
